Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL
,Ghost OG,"Flower, Inhalable",,,,,,0.0,0.017,0.005,0.0,0.006999999999999999,0.0,0.0,0.139,0.002,0.006999999999999999,0.040999999999999995,0.155,0.063,0.0,0.49700000000000005,1.517,,0.121,0.662,0.0,0.0,,0.68,0.0,21.4,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.11,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/ghost-og
,Suicide Girl,"Flower, Inhalable",,,,,,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.171,0.27399999999999997,0.0,0.006999999999999999,0.055,0.287,0.0,0.121,1.666,,0.092,0.055,0.0,0.0,,0.48,0.0,24.23,0.0,0.0,0.06,0.0,0.0,0.0,1.74,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/suicide-girl
,Golden Goat,"Flower, Inhalable",,,,,,0.049,0.006,0.006,0.006999999999999999,0.0,0.07,0.008,0.031,0.11199999999999999,1.176,0.028999999999999998,0.11699999999999999,0.22,0.034,0.316,0.526,,0.20800000000000002,0.3,0.016,0.0,,0.48,0.0,27.65,0.0,0.0,0.07,0.0,0.0,0.0,0.75,0.1,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/golden-goat
,Sour Haze,"Sativa, Flower, Inhalable",,,,,,0.0,0.005,0.008,0.001,0.004,0.0,0.0,0.019,0.07,0.003,0.008,0.17600000000000002,0.467,0.0,0.604,0.595,,0.127,0.078,0.0,0.0,,0.39,0.0,16.09,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.03,0.0,https://www.allbud.com/marijuana-strains/sativa/sour-haze
,Megatron,"Sativa, Flower, Inhalable",,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.039,0.057999999999999996,0.9390000000000001,0.0,0.175,1.082,,0.36,0.121,0.0,0.0,,1.9,0.0,20.53,0.01,0.0,0.09,0.0,0.0,0.01,0.38,0.04,0.02,https://www.allbud.com/marijuana-strains/hybrid/megatron
,Jacks Dream,"Flower, Inhalable",,,,,,0.0,0.006,0.017,0.0,0.001,0.0,0.0,0.009000000000000001,0.0,0.004,0.133,0.145,0.311,0.0,0.37799999999999995,1.4340000000000002,,0.158,0.13,0.001,0.0,,2.13,0.0,14.82,0.0,0.0,0.04,0.0,0.0,0.0,0.25,0.05,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jacks-dream
,Alien Hallucination,"Flower, Inhalable",,,,,,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.055,0.10800000000000001,0.0,0.03,0.059000000000000004,0.486,0.0,0.24100000000000002,0.513,,0.131,0.114,0.0,0.0,,0.52,0.0,22.57,0.01,0.0,0.05,0.0,0.0,0.0,1.08,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/alien-hallucination
,Cannatonic,"Flower, Inhalable",,,,,,0.0,0.003,0.005,0.001,0.001,0.05,0.0,0.065,0.0,0.005,0.035,0.048,0.142,0.0,0.166,0.818,,0.06,0.10400000000000001,0.002,0.0,,1.02,0.0,6.29,0.0,0.0,16.86,0.7,0.0,0.04,0.63,0.19,0.07,https://www.allbud.com/marijuana-strains/hybrid/cannatonic
,Grape Ape,"Flower, Inhalable",,,,,,0.0,0.004,0.006,0.0,0.0,0.003,0.0,0.071,0.11199999999999999,0.0,0.022000000000000002,0.08199999999999999,0.31,0.0,0.319,0.807,,0.073,0.028999999999999998,0.0,0.0,,0.38,0.02,22.45,0.0,0.0,0.05,0.0,0.0,0.0,0.44,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grape-ape
,Black Widow,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.012,0.004,0.0,0.051,0.0,0.10800000000000001,0.009000000000000001,0.004,0.012,0.113,0.069,0.0,0.32299999999999995,0.23199999999999998,,0.086,0.494,0.0,0.0,,0.84,0.0,20.97,0.0,0.0,0.07,0.0,0.0,0.0,0.44,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa/black-widow
,Orange Tree,"Flower, Inhalable",,,,,,0.0,0.005,0.005,0.0,0.003,0.0,0.0,0.062,0.0,0.0,0.019,0.084,0.019,0.0,0.299,0.14300000000000002,,0.036000000000000004,0.18100000000000002,0.0,0.0,,0.29,0.0,17.95,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.15,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-tree
,Green Door Kush,"Flower, Inhalable",,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.069,0.217,0.0,0.07200000000000001,0.077,0.057999999999999996,0.0,0.196,0.53,,0.047,0.122,0.0,0.0,,0.31,0.0,16.42,0.0,0.0,0.06,0.0,0.0,0.0,1.72,0.12,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/green-door-kush
,ACDC,"Flower, Inhalable",,,,,,0.0,0.003,0.004,0.0,0.0,0.085,0.0,0.035,0.0,0.0,0.133,0.028999999999999998,0.185,0.0,0.099,1.041,,0.09,0.10300000000000001,0.0,0.0,,0.0,0.0,0.78,0.0,0.0,17.84,0.29,0.0,0.05,0.46,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/acdc
,Mars OG,"Indica, Flower, Inhalable",,,,,,0.0,0.002,0.0,0.0,0.02,0.0,0.0,0.128,0.0,0.0,0.027999999999999997,0.127,0.024,0.0,0.418,0.23600000000000002,,0.052000000000000005,0.28,0.0,0.0,,1.06,0.0,17.64,0.01,0.0,0.05,0.0,0.0,0.0,0.46,0.07,0.0,https://www.allbud.com/marijuana-strains/hybrid/mars-og
,Cherry Cookies,"Flower, Inhalable",,,,,,0.0,0.005,0.023,0.001,0.001,0.0,0.0,0.063,0.001,0.004,0.073,0.354,0.019,0.0,0.9079999999999999,0.068,,0.034,0.22399999999999998,0.0,0.0,,1.13,0.0,18.86,0.0,0.0,0.07,0.0,0.0,0.0,1.59,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cherry-cookies
,Matanuska Thunder,"Concentrate, Inhalable",,,,,,0.0,0.017,0.11599999999999999,0.006,0.003,0.036000000000000004,0.0,0.076,0.04,0.025,0.125,0.215,0.295,0.0,0.626,0.366,,0.22899999999999998,0.439,0.003,0.0,,2.68,0.0,75.22,0.0,0.0,0.3,0.0,0.0,0.0,1.84,0.16,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/matanuska-thunder
,White Thunder,"Concentrate, Inhalable",,,,,,0.0,0.017,0.133,0.02,0.005,0.064,0.0,0.084,0.064,0.021,0.155,0.254,0.44799999999999995,0.0,0.6990000000000001,0.56,,0.3,0.469,0.005,0.0,,2.52,0.0,73.84,0.0,0.0,0.23,0.0,0.05,0.0,2.17,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/white-thunder
,THC Bomb,"Concentrate, Inhalable",,,,,,0.0,0.017,0.242,0.0,0.0,0.011000000000000001,0.0,0.065,0.015,0.02,0.027999999999999997,1.018,0.177,0.0,2.224,0.379,,0.172,0.41100000000000003,0.004,0.0,,3.06,0.0,70.1,0.0,0.0,0.2,0.0,0.0,0.0,2.47,0.25,0.0,https://www.allbud.com/marijuana-strains/hybrid/thc-bomb
,Pineapple Skunk,"Concentrate, Inhalable",,,,,,0.011000000000000001,0.013000000000000001,0.375,0.017,0.006,0.11,0.0,0.127,0.034,0.068,0.109,0.154,0.182,0.0,0.405,0.133,,0.107,0.17600000000000002,0.004,0.006,,6.17,0.0,58.17,0.0,0.15,0.15,0.0,0.0,0.0,0.88,0.11,0.07,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-skunk
,Orange Cookies,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.009000000000000001,0.0,0.132,0.0,0.09699999999999999,0.0,0.764,0.042,0.23,0.027999999999999997,0.0,0.728,0.447,,0.084,0.33299999999999996,0.0,0.0,,2.87,0.0,75.55,0.01,0.11,0.18,0.0,0.0,0.02,2.44,0.37,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-cookies
,Wifi OG,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.004,0.0,0.0,0.0,0.0,0.08,0.0,0.006999999999999999,0.019,0.068,0.032,0.0,0.24,0.327,,0.063,0.265,0.0,0.0,,0.82,0.0,22.7,0.0,0.0,0.07,0.0,0.0,0.0,0.87,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wifi-og
,Fruit Loops (53184),"Flower, Inhalable",,,,,,0.0,0.01,0.006999999999999999,0.0,0.003,0.133,0.0,0.139,0.002,0.011000000000000001,0.037000000000000005,0.092,0.037000000000000005,0.0,0.313,0.111,,0.057,0.34299999999999997,0.001,0.0,,1.12,0.0,19.92,0.0,0.0,0.05,0.0,0.0,0.0,0.53,0.12,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fruit-loops
,Lemon Bomb,"Concentrate, Inhalable",,,,,,0.0,0.009000000000000001,0.22,0.011000000000000001,0.005,0.023,0.0,0.09300000000000001,0.003,0.009000000000000001,0.322,0.47100000000000003,0.061,0.0,1.4169999999999998,0.06,,0.054000000000000006,0.11900000000000001,0.0,0.0,,3.59,0.0,66.77,0.0,0.06,0.4,0.0,0.0,0.0,1.62,0.13,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-bomb
,Inferno OG,"Flower, Inhalable",,,,,,0.0,0.008,0.004,0.0,0.001,0.003,0.0,0.051,0.001,0.006999999999999999,0.006999999999999999,0.081,0.035,0.0,0.28800000000000003,0.935,,0.069,0.34600000000000003,0.0,0.0,,0.5,0.0,21.2,0.0,0.0,0.05,0.0,0.0,0.0,0.83,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/inferno-og
,Cherry Kush,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23399999999999999,0.0,0.0,0.07400000000000001,0.33299999999999996,0.027000000000000003,0.0,1.171,0.36700000000000005,,0.054000000000000006,0.426,0.0,0.0,,0.63,0.0,17.92,0.0,0.0,0.05,0.0,0.0,0.0,1.31,0.06,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cherry-kush
,Critical Kush,"Flower, Inhalable",,,,,,0.019,0.0,0.008,0.0,0.0,0.053,0.0,0.019,0.363,0.562,0.04,0.084,0.042,0.015,0.21100000000000002,0.125,,0.054000000000000006,0.132,0.01,0.002,,2.58,0.0,14.62,0.04,0.0,0.11,0.0,0.0,0.0,4.26,0.25,0.06,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/critical-kush
,Euphoria,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.038,0.114,0.0,0.01,0.149,0.027000000000000003,0.0,0.434,0.684,,0.017,0.034,0.0,0.0,,0.34,0.0,16.52,0.0,0.0,0.04,0.0,0.0,0.0,1.06,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/euphoria
,Super Jack,"Flower, Inhalable",,,,,,0.032,0.0,0.0,0.005,0.0,0.0,0.003,0.01,0.113,0.797,0.003,0.125,0.07200000000000001,0.021,0.348,0.10400000000000001,,0.113,0.10099999999999999,0.013000000000000001,0.0,,0.37,0.0,21.64,0.0,0.0,0.07,0.0,0.0,0.02,1.57,0.14,0.0,https://www.allbud.com/marijuana-strains/sativa/super-jack
,Critical Jack,"Flower, Inhalable",,,,,,0.028999999999999998,0.0,0.0,0.005,0.0,0.0,0.0,0.032,0.195,0.7170000000000001,0.040999999999999995,0.121,0.077,0.02,0.337,0.124,,0.11,0.136,0.008,0.0,,0.63,0.0,22.3,0.0,0.0,0.1,0.0,0.0,0.03,1.76,0.17,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/critical-jack
,Citrus Sap,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.20600000000000002,0.0,0.28,0.0,0.0,0.212,0.276,0.138,0.0,0.956,0.28600000000000003,,0.133,1.094,0.0,0.0,,3.31,0.0,78.09,0.09,0.0,0.11,0.0,0.0,0.0,1.19,0.21,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/citrus-sap
,Pineapple Hash Plant,"Hybrid, Flower, Inhalable",,,,,,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.011000000000000001,0.155,0.782,0.0,0.0,0.057999999999999996,0.012,0.0,0.139,,0.069,0.113,0.01,0.002,,1.01,0.01,20.87,0.0,0.0,0.07,0.0,0.0,0.0,2.02,0.13,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-hash-plant
,Lemon Diesel,"Concentrate, Inhalable",,,,,,0.0,0.0,0.076,0.0,0.0,0.306,0.0,0.061,0.0,0.0,0.711,0.441,0.0,0.0,1.507,0.045,,0.022000000000000002,0.203,0.0,0.0,,4.49,0.03,74.15,0.0,0.0,0.15,0.0,0.0,0.0,2.31,0.25,0.09,https://www.allbud.com/marijuana-strains/hybrid/lemon-diesel
,Orange Glue (Batter),"Concentrate, Inhalable",,,,,,0.0,0.01,0.055,0.0,0.0,0.095,0.0,0.10400000000000001,0.04,0.35700000000000004,0.255,0.5329999999999999,0.397,0.0,1.834,1.001,,0.244,0.585,0.0,0.0,,1.75,0.0,74.56,0.0,0.0,0.17,0.0,0.0,0.0,2.69,0.19,0.0,https://www.allbud.com/marijuana-strains/hybrid/orange-glue
,Black Dog,"Flower, Inhalable",,,,,,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.021,0.039,0.037000000000000005,0.0,0.16,0.064,,0.065,0.37799999999999995,0.0,0.0,,0.21,0.01,16.87,0.0,0.0,0.07,0.0,0.0,0.0,1.02,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/black-dog
,Holy Grail OG,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.006999999999999999,0.0,0.0,0.0,0.0,0.106,0.027000000000000003,0.006999999999999999,0.036000000000000004,0.059000000000000004,0.098,0.0,0.195,0.431,,0.114,0.535,0.0,0.0,,0.53,0.0,25.14,0.0,0.0,0.07,0.0,0.0,0.0,0.68,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/holy-grail-og
,Pink Lemonade,"Flower, Inhalable",,,,,,0.0,0.004,0.006999999999999999,0.003,0.0,0.078,0.0,0.044000000000000004,0.023,0.0,0.002,0.043,0.025,0.0,0.154,0.26899999999999996,,0.03,0.13,0.0,0.0,,0.41,0.0,11.61,0.0,0.0,0.1,0.0,0.0,0.0,0.64,0.02,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pink-lemonade
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",,,,,,0.0,0.012,0.004,0.0,0.004,0.0,0.0,0.133,0.004,0.013000000000000001,0.10099999999999999,0.295,0.045,0.0,1.014,0.597,,0.087,0.5760000000000001,0.001,0.0,,0.67,0.0,27.3,0.0,0.0,0.06,0.0,0.0,0.0,0.41,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/vanilla-gorilla
,Lemon Haze,"Sativa, Flower, Inhalable",,,,,,0.033,0.003,0.016,0.005,0.003,0.001,0.009000000000000001,0.036000000000000004,0.29600000000000004,0.925,0.009000000000000001,0.182,0.048,0.016,0.517,0.187,,0.08800000000000001,0.147,0.018000000000000002,0.003,,0.61,0.0,21.14,0.0,0.0,0.06,0.0,0.0,0.0,1.61,0.18,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-haze
,Fruity Pebbles,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.005,0.0,0.0,0.0,0.0,0.11599999999999999,0.0,0.011000000000000001,0.031,0.078,0.028999999999999998,0.0,0.20800000000000002,0.22899999999999998,,0.049,0.33799999999999997,0.0,0.0,,0.56,0.0,22.35,0.0,0.0,0.06,0.0,0.0,0.0,1.28,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fruity-pebbles
,Trinity Kush,"Indica, Flower, Inhalable",,,,,,0.0,0.002,0.009000000000000001,0.0,0.001,0.004,0.0,0.019,0.084,0.001,0.036000000000000004,0.055,0.24100000000000002,0.0,0.187,0.6940000000000001,,0.066,0.02,0.0,0.0,,0.33,0.0,17.18,0.0,0.0,0.04,0.0,0.0,0.0,0.31,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/trinity-kush
,Royal Kush,"Flower, Inhalable",,,,,,0.0,0.002,0.003,0.0,0.0,0.003,0.0,0.038,0.073,0.002,0.021,0.055,0.188,0.0,0.20199999999999999,0.9309999999999999,,0.055999999999999994,0.055999999999999994,0.0,0.0,,1.22,0.0,18.38,0.0,0.0,0.04,0.0,0.0,0.0,0.51,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/royal-kush
,Afghani (Pure Indica),"Concentrate, Inhalable",,,,,,0.0,0.01,0.345,0.039,0.005,0.003,0.0,0.11900000000000001,0.003,0.027000000000000003,0.605,0.48200000000000004,0.09699999999999999,0.0,1.4409999999999998,0.258,,0.091,0.128,0.006999999999999999,0.0,,4.73,0.0,69.17,0.1,0.0,0.17,0.0,0.0,0.0,1.19,0.38,0.0,https://www.allbud.com/marijuana-strains/indica/afghani
,Black Magic Kush,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.075,0.0,0.0,0.013000000000000001,0.017,0.033,0.0,0.07200000000000001,0.444,,0.057999999999999996,0.23399999999999999,0.0,0.0,,0.27,0.0,19.52,0.0,0.0,0.09,0.0,0.0,0.0,0.38,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/black-magic-kush
,Headband,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.0,0.01,0.297,0.736,0.062,0.0,1.806,0.415,,0.107,0.9,0.0,0.0,,5.53,0.0,69.66,0.0,0.0,0.18,0.0,0.0,0.0,0.83,0.28,0.08,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/headband
,Exodus Cheese (53235),"Flower, Inhalable",,,,,,0.0,0.005,0.006,0.001,0.001,0.069,0.0,0.087,0.0,0.0,0.02,0.14,0.017,0.0,0.39399999999999996,0.645,,0.036000000000000004,0.0,0.0,0.0,,0.3,0.0,13.77,0.02,0.0,0.04,0.0,0.0,0.01,0.45,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/exodus-cheese
,Green Lantern,"Concentrate, Inhalable",,,,,,0.0,0.008,0.21,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.275,0.71,0.040999999999999995,0.0,2.67,0.065,,0.075,0.242,0.0,0.0,,4.72,0.0,67.52,0.08,0.0,0.16,0.0,0.0,0.0,3.52,0.24,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/green-lantern
,Mango Tango,"Flower, Inhalable",,,,,,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.087,0.033,0.006999999999999999,0.015,0.06,0.018000000000000002,0.0,0.201,1.272,,0.044000000000000004,0.179,0.0,0.0,,0.51,0.0,25.06,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/mango-tango
,Tangie OG,"Indica, Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.07400000000000001,0.059000000000000004,0.0,0.271,1.128,,0.114,0.703,0.0,0.0,,0.97,0.0,26.72,0.0,0.0,0.08,0.0,0.0,0.0,0.55,0.1,0.0,https://www.allbud.com/marijuana-strains/hybrid/tangie-og
,Banana Sherbet,"Indica, Flower, Inhalable",,,,,,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.094,0.03,0.0,0.13,0.149,,0.054000000000000006,0.344,0.0,0.0,,0.21,0.0,17.5,0.0,0.0,0.07,0.0,0.0,0.0,0.32,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/banana-sherbet
,Tangie Dream,"Flower, Inhalable",,,,,,0.0,0.008,0.006999999999999999,0.001,0.002,0.001,0.0,0.07,0.062,0.004,0.005,0.053,0.402,0.0,0.16899999999999998,1.413,,0.20199999999999999,0.155,0.0,0.0,,0.95,0.0,20.7,0.0,0.0,0.06,0.0,0.0,0.0,0.42,0.05,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/tangie-dream
,Candy Jack,"Flower, Inhalable",,,,,,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.073,0.5710000000000001,0.0,0.08800000000000001,0.057,0.011000000000000001,0.217,0.08199999999999999,,0.079,0.09699999999999999,0.0,0.0,,0.86,0.0,22.36,0.0,0.0,0.07,0.0,0.0,0.0,1.12,0.16,0.0,https://www.allbud.com/marijuana-strains/hybrid/candy-jack
,Now N Later (NUG),"Concentrate, Inhalable",,,,,,0.0,0.006999999999999999,0.034,0.0,0.0,0.0,0.0,0.267,0.098,0.012,0.138,0.11199999999999999,0.183,0.0,0.365,0.675,,0.068,0.163,0.0,0.0,,13.31,0.0,65.39,0.0,0.0,0.17,0.0,0.0,0.0,1.89,0.47,0.41,https://www.allbud.com/marijuana-strains/hybrid/now-n-later
,Grape Cookies,"Flower, Inhalable",,,,,,0.0,0.012,0.027000000000000003,0.002,0.002,0.0,0.0,0.285,0.001,0.009000000000000001,0.063,0.258,0.045,0.0,0.682,0.226,,0.085,0.5720000000000001,0.0,0.0,,0.99,0.0,21.47,0.0,0.0,0.07,0.0,0.0,0.0,1.22,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grape-cookies
,Chocolate Hashberry,"Flower, Inhalable",,,,,,0.0,0.004,0.01,0.0,0.001,0.0,0.0,0.028999999999999998,0.001,0.003,0.025,0.114,0.013000000000000001,0.0,0.303,0.792,,0.03,0.17300000000000001,0.0,0.0,,0.63,0.0,17.65,0.0,0.0,0.08,0.0,0.0,0.0,1.13,0.04,0.0,https://www.allbud.com/marijuana-strains/hybrid/chocolate-hashberry
,Sweet Black Angel,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.009000000000000001,0.038,0.7609999999999999,0.0,0.135,2.114,,0.222,0.33299999999999996,0.0,0.0,,0.62,0.0,17.19,0.0,0.0,0.04,0.0,0.0,0.0,1.02,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sweet-black-angel
,Cookies,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.021,0.0,0.001,0.002,0.0,0.251,0.0,0.002,0.065,0.39799999999999996,0.027000000000000003,0.0,1.06,0.245,,0.051,0.326,0.0,0.0,,0.75,0.0,23.45,0.0,0.0,0.07,0.0,0.0,0.0,0.75,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cookies
,Platinum Girl Scout Cookies,"Hybrid, Flower, Inhalable",,,,,,0.0,0.012,0.01,0.0,0.001,0.0,0.0,0.139,0.001,0.006,0.031,0.158,0.039,0.0,0.433,0.132,,0.07,0.36200000000000004,0.0,0.0,,0.42,0.0,23.0,0.0,0.0,0.06,0.0,0.0,0.0,0.57,0.08,0.0,https://www.allbud.com/marijuana-strains/hybrid/platinum-girl-scout-cookies
,Mochi,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.025,0.027000000000000003,0.0,0.0,0.049,0.161,0.0,0.126,0.547,,0.073,0.133,0.0,0.0,,0.51,0.0,10.44,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.02,0.0,https://www.allbud.com/marijuana-strains/hybrid/mochi
,Lavender-328,"Concentrate, Inhalable",,,,,,0.034,0.008,0.036000000000000004,0.0,0.003,0.0,0.0,0.11900000000000001,0.0,0.9640000000000001,0.604,0.726,0.33899999999999997,0.0,1.5919999999999999,1.094,,0.326,0.27,0.02,0.0,,62.76,0.0,3.86,0.46,0.46,0.08,0.13,0.0,0.0,0.0,0.9,0.8,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/lavender
,White Buffalo,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.02,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.0,0.048,0.107,0.03,0.0,0.409,0.23,,0.06,0.198,0.0,0.0,,0.38,0.0,18.02,0.0,0.0,0.04,0.0,0.0,0.0,1.07,0.04,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/white-buffalo
,Blueberry Muffin,"Concentrate, Inhalable",,,,,,0.0,0.0,0.172,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.252,0.07200000000000001,0.0,0.875,0.08199999999999999,,0.048,0.018000000000000002,0.0,0.0,,4.17,0.0,78.48,0.06,0.12,0.18,0.0,0.0,0.0,0.28,0.33,0.16,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blueberry-muffin
,Cookies n Cream,"Flower, Inhalable",,,,,,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.11599999999999999,0.0,0.0,0.032,0.07200000000000001,0.022000000000000002,0.0,0.18600000000000003,0.285,,0.040999999999999995,0.237,0.0,0.0,,0.23,0.0,23.64,0.0,0.0,0.07,0.0,0.0,0.0,1.76,0.1,0.0,https://www.allbud.com/marijuana-strains/hybrid/cookies-n-cream
,Rainbow Sherbert,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.009000000000000001,0.0,0.0,0.0,0.0,0.138,0.037000000000000005,0.0,0.055999999999999994,0.192,0.10400000000000001,0.0,0.741,0.16399999999999998,,0.106,0.451,0.0,0.0,,0.88,0.0,21.74,0.0,0.0,0.05,0.0,0.0,0.0,0.22,0.02,0.02,https://www.allbud.com/marijuana-strains/hybrid/rainbow-sherbert
,OGKB,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.013000000000000001,0.0,0.0,0.0,0.0,0.166,0.0,0.008,0.09300000000000001,0.28800000000000003,0.048,0.0,0.7859999999999999,0.722,,0.094,0.484,0.0,0.0,,0.74,0.0,29.59,0.0,0.0,0.1,0.0,0.0,0.0,1.5,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/ogkb
,White Girl,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.059000000000000004,0.124,0.0,0.0,0.455,1.07,,0.012,0.048,0.0,0.0,,1.07,0.0,19.51,0.0,0.0,0.06,0.0,0.0,0.0,0.9,0.15,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/white-girl
